"Type of Project Owner","Administration","Type of External Services","Region","Divisional","Budgetary year","Project description","Type of service","Provisionary amount of contract","Project owner","Method of tendering","Launching date","Date of attribution of contract","Date of signing of contract","Date of start-off of work","Date of receipt of services"
"1","10","0","0","7","2016","Inventaire des opportunités déchanges économiques et commerciaux entre le Nigéria et le Cameroun","","0","10","","17/06/2016","06/07/2016","18/07/2016","18/10/2016",""
"1","10","0","0","7","2016","Edition du guide sur les opportunités des financements offerts par les PTFs au secteur privé/société civile","","0","9","","03/06/2016","22/06/2016","04/07/2016","04/10/2016",""
"1","10","0","0","7","2016","Duplication du répertoire sur les opportunités de coopération décentralisée","","0","9","","03/06/2016","22/06/2016","04/07/2016","04/10/2016",""
"1","10","0","0","7","2016","Etude sur deux domaines prioritaires dharmonisation CEMAC et CEEAC (TIC et transport)","","0","10","","08/06/2016","28/06/2016","11/07/2016","11/10/2016",""
"1","10","0","0","7","2016","Finalisation des textes sur les cinq (05) domaines prioritaires dharmonisation","","0","10","","08/06/2016","28/06/2016","11/07/2016","11/10/2016",""
"1","10","0","0","7","2016","Production du journal des projets","","0","9","","03/10/2016","21/10/2016","02/11/2016","02/02/2017",""
"1","10","0","0","7","2016","Automatisation de lélaboration des CDMT, PIP et projets à FINEX","","0","10","","13/05/2016","03/06/2016","15/06/2016","15/09/2016",""
"1","10","0","0","7","2016","Prise en charge des contrats de maintenance et gros entretiens de bâtiment et installation","","0","9","","11/04/2016","29/04/2016","11/05/2016","11/08/2016",""
"1","10","0","0","4","2016","Acquisition des équipements de bureau pour la DGEPIP","","0","9","","06/04/2016","03/05/2016","16/05/2016","16/06/2016",""
"1","10","0","0","4","2016","Acquisition des ordinateurs et autres matériels informatiques","","0","9","","30/03/2016","26/04/2016","09/05/2016","09/06/2016",""
"1","10","0","0","4","2016","Acquisition des logiciels à la DGEPIP","","0","9","","15/04/2016","04/05/2016","16/05/2016","16/06/2016",""
"1","10","0","0","7","2016","Elaboration des monographies de deux filières de production","","0","10","","06/05/2016","25/05/2016","06/06/2016","06/09/2016",""
"1","10","0","0","7","2016","Migration de GESPARC version lourde vers la version web","","0","10","","06/05/2016","25/05/2016","06/06/2016","06/09/2016",""
"1","10","0","0","7","2016","Elaboration du schéma directeur informatique du MINEPAT","","0","10","","06/04/2016","26/04/2016","09/05/2016","09/08/2016",""
"1","10","0","0","4","2016","Acquisition de logiciels antivirus","","0","13","","01/03/2016","22/03/2016","04/04/2016","04/05/2016",""
"1","10","0","0","4","2016","Mise à niveau des équipements actifs de la dorsale informatique","","0","9","","28/03/2016","15/04/2016","27/04/2016","27/05/2016",""
"1","10","0","0","4","2016","Acquisition du matériel informatique","","0","9","","23/03/2016","12/04/2016","25/04/2016","25/05/2016",""
"1","29","0","0","0","2016","Etude en vue de l'élaboration de la stratégie Nationale de l'innovation (En cours d'exécution)","SPI","25 000 000","MINRESI","AONR","","","29/01/2016","10/02/2016","10/05/2016"
"1","29","0","0","0","2016","Etude sur limpact économique de la valorisation et la vulgarisation des Résultats de recherches réalisées dans les 10 Régions du Cameroun par les CRRI (En cours d'exécution)","SPI","15 000 000","MINRESI","AONR","","","29/01/2016","10/02/2016","10/05/2016"
"1","29","0","0","0","2016","Etude de faisabilité de la mise en place des unités pilotes de gestion post récoltes (En cours d'exécution)","SPI","25 000 000","MINRESI","AONR","","","29/01/2016","10/02/2016","10/05/2016"
"1","29","0","0","0","2016","Mise en place dune plateforme interactive dechanges scientifiques avec la diaspora camerounaise (En cours d'exécution)","SPI","20 000 000","MINRESI","AONR","25/03/2016","27/05/2016","29/01/2016","10/02/2016","10/05/2016"
"1","29","0","0","0","2016","Travaux de vulgarisation des technologies solaires en vue de la potabilisation de l'eau dans les régions du Nord et de l'Extrême Nord Lot 3","SPI","8 000 000","MINRESI","AONR","25/03/2016","27/05/2016","15/06/2016","27/06/2016","27/07/2016"
"1","29","0","0","0","2016","Projet de vulgarisation des fours solaires dans les campagnes camerounaises : travaux de vulgarisation des techniques de production de fours solaires Lot 2","SPI","8 000 000","MINRESI","AONR","25/03/2016","27/05/2016","15/06/2016","27/06/2016","27/07/2016"
"1","29","0","0","0","2016","Formation des pisciculteurs en itinéraires techniques de production de poisson de table : Travaux de vulgarisation des techniques de production des poissons de table Lot 1","SPI","8 000 000","MINRESI","AONR","25/03/2016","27/05/2016","15/06/2016","27/06/2016","27/07/2016"
"1","29","0","0","0","2016","Acquisition du matériel de sonorisation des salles de conférences et des réunions","AG","25 000 000","MINRESI","AONO","22/04/2016","15/06/2016","05/07/2016","18/07/2016","18/08/2016"
"1","29","0","0","0","2016","Réhabilitation du réseau informatique, téléphonie du bâtiment principal et annexe N°1","AI","30 000 000","MINRESI","AONO","22/04/2016","15/06/2016","05/07/2016","18/07/2016","18/10/2016"
"1","29","0","0","0","2016","Acquisition d'un véhicule berline pour le MINRESI","AG","50 000 000","MINRESI","AONO","18/04/2016","10/06/2016","29/06/2016","11/07/2016","11/08/2016"
"1","29","0","0","0","2016","Fourniture et pose de deux (02) Portails automatiques","AG","10 000 000","MINRESI","AONO","22/04/2016","15/06/2016","05/07/2016","18/07/2016","19/09/2016"
"1","29","0","0","0","2016","Travaux de réhabilitation du magasin, du Bureau du Comptable et Bloc Toilettes Lot 4","BEC","19 400 000","MINRESI","AONO","26/02/2016","20/04/2016","10/05/2016","23/05/2016","23/08/2016"
"1","29","0","0","0","2016","Travaux de réhabilitation de la Résidence du MINRESI Lot 3","BEC","62 300 000","MINRESI","AONO","26/02/2016","20/04/2016","10/05/2016","23/05/2016","23/08/2016"
"1","29","0","0","0","2016","Travaux de réhabilitation de la Clôture du MINRESI Côté ENS Lot 2","BEC","30 870 000","MINRESI","AONO","26/02/2016","20/04/2016","10/05/2016","23/05/2016","23/08/2016"
"1","29","0","0","0","2016","Travaux de réhabilitation du Bâtiment Principal du MINRESI Lot 1","BEC","46 050 000","MINRESI","AONO","26/02/2016","20/04/2016","10/05/2016","23/05/2016","23/08/2016"
"1","29","0","0","0","2016","Acquisition du matériel informatique pour les services centraux du MINRESI","AG","13 230 000","MINRESI","DC","18/04/2016","10/06/2016","29/06/2016","11/07/2016","11/08/2016"
"1","29","0","0","0","2016","Etudes en vue de l'élaboration des stratégies nationales pour le développement du partenariat recherche-entreprise","SPI","15 000 000","MINRESI","AONR","15/04/2016","17/06/2016","06/07/2016","18/07/2016","18/10/2016"
"1","29","0","0","0","2016","Élaboration dun manuel de procédures denregistrement, de reconnaissance et daccréditation des acteurs privés de recherche scientifique et dinnovation au Cameroun","SPI","25 000 000","MINRESI","AONR","15/04/2016","17/06/2016","06/07/2016","18/07/2016","18/10/2016"
"1","29","0","0","0","2016","Elaboration des procédures nationales de contrôle administratif et technique des laboratoires de pharmacopées traditionnelles au Cameroun","SPI","15 000 000","MINRESI","AONR","15/04/2016","17/06/2016","06/07/2016","18/07/2016","18/10/2016"
"1","29","0","0","0","2016","Evaluation de l'impact de la mise en uvre de la coopération scientifique sur le développement","SPI","15 000 000","MINRESI","AONR","17/02/2016","20/04/2016","10/05/2016","23/05/2016","23/08/2016"
"1","29","0","0","0","2016","Evaluation du potentiel et de l'impact des chercheurs et ingénieurs camerounais de la diaspora","SPI","20 000 000","MINRESI","AONR","15/02/2016","15/04/2016","04/05/2016","16/05/2016","16/08/2016"
"1","29","0","0","0","2016","Elaboration du fichier national des chercheurs indépendants dans le domaine de la pharmacopée traditionnelle","SPI","20 000 000","MINRESI","AONR","15/02/2016","15/04/2016","04/05/2016","16/05/2016","16/08/2016"
"1","29","0","0","0","2016","Abonnement, fourniture et maintenance internet au MINRESI","SPI","20 000 000","MINRESI","DC","29/12/2015","29/01/2016","17/02/2016","29/02/2016","28/02/2017"
"1","29","0","0","0","2016","Gardiennage des locaux du MINRESI","SPI","25 000 000","MINRESI","DC","29/12/2015","29/01/2016","17/02/2016","29/02/2016","28/02/2017"
"1","29","0","0","0","2016","Entretien des locaux du MINRESI","BEC","15 000 000","MINRESI","DC","29/12/2015","29/01/2016","17/02/2016","29/02/2016","28/02/2017"
"1","29","0","0","0","2016","Travaux d'achévement d'un Complexe de logements au centre de recherche sur forêt et environnement (CEREFEN) à Meyomessala (Clôture et Grilles sur parpaings plein)","BEC","98 310 000","MINRESI","AONO","18/03/2016","11/05/2016","31/05/2016","13/06/2016","13/09/2016"
"1","29","0","0","0","2016","Enquêtes statistiques sur les indicateurs de la science, la technologie et l'innovation au Cameroun (en cours d'exécution)","SPI","15 000 000","MINRESI","AONR","","","29/01/2016","10/02/2016","10/05/2016"
"1","35","0","0","0","2016","Réhabilitation et amén4ement de la station météo de Y4oua","BEC","10 000 000","MINT","DC","26/02/2016","29/03/2016","19/04/2016","02/05/2016","02/08/2016"
"1","35","0","0","0","2016","Réhabilitation et amén4ement de la station météo de Meiganga","BEC","10 000 000","MINT","DC","26/02/2016","29/03/2016","19/04/2016","02/05/2016","02/08/2016"
"1","35","0","0","0","2016","Acquisition du matériel informatique à la délégation régionale du Nord","AG","9 395 000","MINT","DC","01/03/2016","01/04/2016","20/04/2016","02/05/2016","02/06/2016"
"1","35","0","0","0","2016","Branchement de la Délégation Régionale du sud aux reseaux ENEO et CDE","AI","30 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","23/05/2016","22/07/2016"
"1","35","0","0","0","2016","Construction de la Délégation Départementale d'Ambam et Maîtrise oeuvre","BEC","36 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Construction de la Délégation Départementale du Dja et Lobo et Maîtrise oeuvre","BEC","36 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Construction de la Délégation Départementale du Haut Nkam et Maîtrise oeuvre","BEC","36 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Construction de la Délégation Départementale Menoua et Maîtrise oeuvre","BEC","36 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Construction de la Délégation Régionale du Nord Ouest et Maîtrise oeuvre","BEC","50 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Construction de la Délégation Départemental du Haut Nyong et Maîtrise oeuvre","BEC","36 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Construction de la Délégation Régionale de l'Est et Maîtrise oeuvre","BEC","50 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Construction de la Délégation Départementale des Transports du Nyong Et Kelle et Maîtrise oeuvre","BEC","36 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Poursuite des travaux de construction de la Délégation Régionale du Centre","BEC","50 000 000","MINT","AONO","Marchés pluri annuels et signés en 2015","Marchés pluri annuels et signés en 2016","Marchés pluri annuels et signés en 2017","15/02/2016","16/05/2016"
"1","35","0","0","0","2016","Audit du Compte d'Affectation Spécial","SPI","26 500 000","MINT","AONR","19/02/2016","22/04/2016","11/05/2016","23/05/2016","22/07/2016"
"1","35","0","0","0","2016","Acquisition de matériels informatiques dans les services centraux et déconcentrés","AG","15 000 000","MINT","DC","19/02/2016","22/03/2016","12/04/2016","25/04/2016","25/05/2016"
"1","35","0","0","0","2016","Amén4ement de la délégation régionale du Littoral","BEC","10 000 000","MINT","DC","17/02/2016","21/03/2016","08/04/2016","20/04/2016","20/07/2016"
"1","35","0","0","0","2016","Réhabilitation du sous quartier maritime de Limbé","BEC","18 000 000","MINT","DC","17/02/2016","21/03/2016","08/04/2016","20/04/2016","19/08/2016"
"1","35","0","0","0","2016","Acquisition du mobilier de bureau dans les services centraux et déconcentrés","AG","15 000 000","MINT","DC","15/02/2016","18/03/2016","06/04/2016","18/04/2016","18/05/2016"
"1","35","0","0","0","2016","Travaux d'amén4ement et réhabilitation des bâtiments du MINT (annexe 1, bâtiment du SG, Cabinet du MINT, du MINDEL, Bâtiment principal)","BEC","200 000 000","MINT/Visa MINMAP","AONO","15/02/2016","08/04/2016","04/05/2016","16/05/2016","17/10/2016"
"1","9","0","0","0","2016","Préparation des textes législatifs et réglémentaires pour la réforme foncière","SPI","15 000 000","MINDCAF","AONR","29/04/2016","01/07/2016","20/07/2016","01/08/2016","01/08/2017"
"1","9","0","0","0","2016","Contrôle des performances et audit interne des services centraux","SPI","20 000 000","MINDCAF","AONR","29/04/2016","01/07/2016","20/07/2016","01/08/2016","01/08/2017"
"1","9","0","0","0","2016","Evaluation du niveau d'exécution des projets","SPI","15 000 000","MINDCAF","AONR","29/04/2016","01/07/2016","20/07/2016","01/08/2016","01/08/2017"
"1","9","0","0","0","2016","Elaboration des documents de planification stratégique","SPI","76 000 000","MINDCAF / VISA MINMAP","AONR","25/04/2016","24/06/2016","20/07/2016","01/08/2016","01/08/2017"
"1","9","0","0","0","2016","Mesure des indicateurs des actions et programmes","SPI","10 000 000","MINDCAF","AONR","25/04/2016","24/06/2016","13/07/2016","25/07/2016","25/07/2017"
"1","9","0","0","0","2016","Evaluation des plans d'action et de la feuille de 6","SPI","10 000 000","MINDCAF","AONR","25/04/2016","24/06/2016","13/07/2016","25/07/2016","25/07/2017"
"1","9","0","0","0","2016","Aménagement du site de 4 hectares pour le projet indien de construction d'une unité industrielle d'assemblée et et de montée de véhicule lourd et léger au Cameroun","ROUTE","1 500 000 000","MINDCAF / VISA MINMAP","AONO","15/04/2016","08/06/2016","05/07/2016","18/07/2016","18/01/2017"
"1","9","0","0","0","2016","Travaux de génie civil dans les services de recettes","BEC","69 900 000","MINDCAF","AONO","19/02/2016","13/04/2016","03/05/2016","16/05/2016","16/09/2016"
"1","9","0","0","0","2016","Informatisation de dix (10) postes de recettes","SPI","29 021 000","MINDCAF","AONR","24/02/2016","27/04/2016","17/05/2016","30/05/2016","30/09/2016"
"1","9","0","0","0","2016","Equipement de bureaux de recettes en détecteurs de faux billets","AG","10 000 000","MINDCAF","AONO","25/01/2016","18/03/2016","06/04/2016","18/04/2016","18/07/2016"
"1","9","0","0","0","2016","Acquisition des armoires","AG","7 799 000","MINDCAF","AONO","29/01/2016","23/03/2016","12/04/2016","25/04/2016","25/05/2016"
